,Unnamed: 0,leagueId,queueType,tier,rank,summonerId,summonerName,leaguePoints,wins,losses,veteran,inactive,freshBlood,hotStreak,miniSeries,account_id
0,0,4ff90023-1174-4142-bf41-1c3f8a0e170a,RANKED_SOLO_5x5,GOLD,IV,V7U-jl3xqEh4acYbyipnr2FunpqEoqMMJQtm9Co2oJQZVn8,간바레류토상,21,144,144,False,False,False,False,,_BBRw7eqIChle7xV4HZaHSfCSDQYG_c2lk0drGGpmOQU
1,1,e9a2bc65-be6e-4b39-bd0a-bd616df44603,RANKED_SOLO_5x5,GOLD,IV,he8hsM46MUUIu_HsrFazHEXYdC9_IxrqYOeksP-B7hwVrlw,신바람난 탈 샤코,22,98,109,False,False,False,False,,3ST6N8CzFQMqAC1OZxJ7s9sp3mzchRmBtDaeA0mI62bd
2,2,0efca69e-c33e-4aad-bcaf-3129c898e5fe,RANKED_SOLO_5x5,GOLD,IV,geEnXyd5HqWU6ujU6zEIzbofIRcpjg3hd7TciSU64MZ-Obk,백종원의요리비법,68,33,33,False,False,False,False,,AszChX4G6Yy8l0WGLWoNZbuMtR6rikyNvajEP8GcsSlQ
3,3,5d7454df-6fe9-4987-9a33-0c8189edbb10,RANKED_SOLO_5x5,GOLD,IV,yW_rtcqQqVnoFmhfgoC6B-0b3PHNEXyADW31EVdBEgrjHms,asdasdqweds1,0,288,277,False,False,False,False,,iPYfFnvJvF4Ca8YJEMnxfH6FLlDwv6rLR9AJk2In4CVd
4,4,21ba4187-fdd2-4cae-865b-a5d5e3579634,RANKED_SOLO_5x5,GOLD,IV,yHYp8mZoNY8qCRiVNOadAXJOKoqHnY8s5fXnhze4X-fGyAI,마카오박씨,44,175,172,False,False,False,False,,RjZFv7QAggDmSbRbeROF0FN1uEjMy4a_gn6qOotLfTLM
5,5,819e0e7c-5605-4ee9-b6ea-625eca7492bc,RANKED_SOLO_5x5,GOLD,IV,f3-5MJe0hYuqLtL3ARLygWrgHuTHi0gK1qKo5KAMGSQxbwA,담당일진6년차,68,109,109,False,False,False,False,,ztW8cUTJ-3uoSp3kxfWX0wgh-_1C6y24v_Vn3pveGXcq
6,6,795a7991-593e-4339-87b0-757f78070893,RANKED_SOLO_5x5,GOLD,IV,pl0TO4F3DyuT8XSZijpmrxvTgCWz0yEBCm2F8lGoMKpoDrg,앵그리정원,62,56,40,False,False,False,True,,ulgre3rAVicFRhuImcrQTJ_m7SYSqBmDUpsjzQBw7UkI
7,7,b53c9007-c823-4c32-8450-114f0e3c35ce,RANKED_SOLO_5x5,GOLD,IV,kfSxkp5sOHSt8gXRNDF2LpLZhaVRKJ8JoUuG6nRJKE2U-QA,강규는엄마가없,21,174,179,False,False,False,False,,9jbB9NgdVkraosOfhfopduoYLrZdtRfkucgmrDS-uN_f
8,8,8fd519c3-dd42-4720-a961-45509efeffaf,RANKED_SOLO_5x5,GOLD,IV,XJ2dXCmHcYhvRMAXltR8jpy9Zb6M3J-XaMih4lqy_Nri3nQ,귀살대령주파이크,17,83,91,False,False,False,False,,qsz-sCUG1HwqsvfDcIJEQ1v22fh1U2sB8FGii1UJAHg4
9,9,f2d30229-d15c-40e6-8c26-9f681aff862f,RANKED_SOLO_5x5,GOLD,IV,BRiKaGTMwmThgkTFAEccmvvba7mquYCwG0nG1brh-b4xHio,NiceTalking,0,60,72,False,False,False,False,,xp0JnnZ4oK_fdhi1Ytt7_FCBoq4D94uwkgG-Miwd-C4d
10,10,83bb5ad3-3ca3-4af7-8b88-b7eca630b2c7,RANKED_SOLO_5x5,GOLD,IV,mOjl7YaGSL06EnCX5gWNHYlngRlTXJ2fKY22vxBoOIVI3wA,발바리코치,69,24,9,False,False,False,False,,h6V2tpYQTKTVrPuyqhppH4XrNpCNMgfL_HVyV3jHpGRH
11,11,d55fc615-dcb5-42a2-bff7-dcfd5daa6c26,RANKED_SOLO_5x5,GOLD,IV,MaHXg6ImvyV476fP-rriCE3ZoCXYKizp9DEvxqF2JhYOmI0,MNHJ,75,16,13,False,False,False,False,,DuPqCG6TjTL6Ron8c1oMWZlWdgRYpUZteCnSYH3AkAUo
12,12,e6b28cfa-4bca-4b9a-80ca-da2855c08b53,RANKED_SOLO_5x5,GOLD,IV,R0j7kMHTuDEaFcaQvobn_u1GhyVOR6Dz3I-gtfoIK2nNVWA,방해성님님님,75,40,51,False,False,False,False,,UA-rkzaaAFsDRTD7gZNaTKePtz1rnw7CI5ydwTqYG79L
13,13,ec3518de-cdfd-42bb-b27a-c166f964ba8f,RANKED_SOLO_5x5,GOLD,IV,10qHaFjl6UOL9Z-zIAhy6l64PMVSZUNCPBVuH6dzJgIWpmI,범바당,44,168,161,False,False,False,False,,uRwNgjH5mmGUKuhJg5ocGfaP065d_i_JKbZTegTYV1or
14,14,9f3a8a28-251d-4714-923d-01908f58aa51,RANKED_SOLO_5x5,GOLD,IV,uGlK6i3Zzeu9b8Q-AA_VznMPAnn9-lhL0dBo2LYyMsVDu3k,마늘이알싸해,22,34,26,False,False,False,False,,vCFQdNqdjiyWXUOijyBbEha10B72sWja1RyBKIZXpEcw
15,15,7b4e1b6a-8a52-4e26-babe-893e405c7a65,RANKED_SOLO_5x5,GOLD,IV,oPzm61aF_zOH-2OOsemgCJP8Xt088ATqs8KSDG1gv9V2jY4,김정한,54,10,9,False,False,False,False,,JUaw25RO8AHs9KFb30rtzXBM2RXq0nIo2gHDv5zcuG6N
16,16,aa9e28eb-05b7-441d-9514-86cc7daec8e9,RANKED_SOLO_5x5,GOLD,IV,Nhdf7G-gkAqJSSpJux25hQlxe7nYm0liER2futTLfbuJ0IA,욕나오니,20,16,17,False,False,False,False,,u65tYbWGR0wnNSk2HeslOx57QpvAwm4jotwPt2GwXNoI
