,Unnamed: 0,leagueId,queueType,tier,rank,summonerId,summonerName,leaguePoints,wins,losses,veteran,inactive,freshBlood,hotStreak,miniSeries,account_id
160,160,36d6643e-8e61-4dee-b111-070e496d8cce,RANKED_SOLO_5x5,GOLD,I,xZmx5_0Nm-XPg5jmWylipVVi60_nRpL73GMTITiXKituOZA,소연이내꺼야,23,16,17,False,False,False,False,,OkK05N8EtmySqpMUVT6rx55jWZPR7-VAdh2-xf5QnQbE
161,161,1aca84e6-8434-4f06-ab8b-bbeb93742ff6,RANKED_SOLO_5x5,GOLD,I,bWRbz3JqtF4Ug6Duzmt5-AOI9zYygLQJH5ejOgjQE-QKi90,qweradf,0,9,21,False,False,False,False,,-PL7WWaCqe-Aks8sEQqXX_M2owxywZ6mN5k6xcKtToYc
162,162,3acc0ffe-33d1-40e9-a8c0-0679304ca739,RANKED_SOLO_5x5,GOLD,I,BQ4FlA5bcicLM2QFgwvdMeetyVxm_zJXCY4Moth04SijKVc,밍철2,64,129,102,False,False,False,False,,lkzG1WMijB1AruZl4bhcPl7bO4CktRWq4IUHxTE6Gta9
163,163,f924fe10-8bb1-4ea5-b86f-001502526017,RANKED_SOLO_5x5,GOLD,I,8hGhkBU75jGPBO7ZQ7A6T-I7SZX97_h2ej7VJuQrjjBXDaA,루담이,0,17,19,False,False,False,False,,cadwVek_NPTsY8QH6X2EUd-OJXdOagJCYNjWdspeTpQKqK00MBDSgiyi
164,164,4d486126-e527-4f8d-b959-ba1ce504f6df,RANKED_SOLO_5x5,GOLD,I,cVzkQ9SJoktk7Q7ztQ0tREoinvVrdS-3M_GIalYtrQ4BnVY,엔터키는 정신병,77,54,56,False,False,False,False,,YUWDQKslT2_I-79N-dEetmkSEqsvTr2rd8n42CsP9IOT
165,165,dc939559-720a-4034-8e33-f060ff70d637,RANKED_SOLO_5x5,GOLD,I,f8216zzauo_BYyiqx1CZqicsROkeS6GzDkbc-vFquv9fFaI,콘돔빡스,21,259,244,False,False,False,False,,tuhI5JT0h6nL3FsoQ8Y3FiDS4G81vURzSutDS6kEkkvh
166,166,3b87ba92-7581-4fc3-a9ea-78eba2cf2676,RANKED_SOLO_5x5,GOLD,I,JupeD81Uokm9W5WazRjp2O2LNlxU_82oSidVzCr6syjKnSo,찹찹쌀떡,46,10,20,False,False,False,False,,RtVmH59ff-BkzeL3cWYWAgBqVpTbXtEi1PnQzZOpK1PG
167,167,f5b4564a-ee01-4537-96d6-1b24b963daf0,RANKED_SOLO_5x5,GOLD,I,srglTJDiN0huR8NjQOZB0K3gGtiuT3K9jBtoqzXNeRAcw8w,엥 미,25,85,74,False,False,False,False,,odTZQdGiX3Mr32W1jarVif3ZO5al3QOXUujJzA2pvr-5
168,168,12a4db59-4fe2-4854-97d4-7349e1a0f434,RANKED_SOLO_5x5,GOLD,I,IKWAboNzHtVVWnPA6zJmhvpytubke-rABqjHeygKc5BI_Wo,Ha Dong Kyun,0,20,17,False,False,False,False,,i4_T3lKFWd1kDhumKvZp5Idklu6MDdXnBtvZAvv0tskE
169,169,fbb3dc3d-b2b8-4c82-8a4a-706b278a8f8b,RANKED_SOLO_5x5,GOLD,I,gJ8Z0D3e77srxPG3R723Ko5GpWM4uII9aQKXEZtNVhtdmJU,나래장인바로나래,100,153,127,False,False,False,True,"{'target': 3, 'wins': 0, 'losses': 0, 'progress': 'NNNNN'}",nZPLG7mLgIDJNKpOuLjllldTz5qDLR6G_DozOmylq0jR
170,170,c7eee85b-ca9a-4cfa-bfad-dd8116dedf04,RANKED_SOLO_5x5,GOLD,I,KYKxK9TLdb1gaTVYSxIEsEBSMeT25-4Aw79LBkcxane9bmI,iDling,55,191,192,False,False,False,False,,0qOIJQNm5Va9WL1ImSYs1y8u4MUjGI8GSUJQbtMsB0TF
171,171,6554fa8b-5207-45e0-8f4b-3c63719878d5,RANKED_SOLO_5x5,GOLD,I,dx-z0Rh9MuyBTeYIi-lzJsuz0Z7GyKsXJF0b5vieTPu7xUE,멘또뜨,96,84,45,False,False,False,True,,uHuoyximfh3KcfauwtK2j2TGJFSwdeNS5O1GhgMXK7wo
